CreditScore,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,Exited,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_Yes,IsActiveMember_Yes,Balance_v_Sal
620,70.0,3,33350.26,87926.24,2,1,0,0,0,0,0,2.636448411496642
782,35.0,4,119565.34,0.0,1,0,0,0,0,1,1,0.0
581,46.0,2,188492.82,79385.21,2,0,0,1,1,0,0,0.42115773958923214
553,53.0,5,165378.66,127997.83,1,1,1,0,1,0,0,0.7739682374981149
658,44.0,2,14178.73,168396.34,1,0,0,0,1,1,1,11.876687122189365
686,43.0,2,97847.05,134896.03,1,0,1,0,1,1,1,1.3786417679429273
539,36.0,6,118959.64,0.0,3,0,0,1,1,1,1,0.0
685,50.0,6,50664.07,94238.75,2,1,0,0,0,1,1,1.8600706575685688
850,29.0,1,152996.89,0.0,2,0,0,0,1,0,0,0.0
763,39.0,7,19458.75,0.0,2,0,0,1,0,0,0,0.0
634,43.0,3,115268.86,212696.32,1,0,1,0,1,0,0,1.8452192552264333
567,59.0,3,25843.7,0.0,2,1,0,0,1,0,0,0.0
539,39.0,3,147662.33,139153.68,2,0,0,0,1,0,0,0.9423776531224992
764,41.0,7,134878.34,0.0,2,0,0,0,1,0,0,0.0
653,40.0,0,35795.85,0.0,2,0,0,0,0,0,0,0.0
566,44.0,5,66462.79,0.0,2,0,0,1,1,0,0,0.0
714,29.0,6,69578.49,92887.13,1,0,1,0,1,1,1,1.3349977845164505
580,65.0,1,103182.46,0.0,2,0,0,1,0,1,1,0.0
548,29.0,5,177017.39,83442.98,1,0,0,0,1,1,1,0.47138295282740295
646,36.0,6,53217.3,144773.29,2,0,1,0,0,0,0,2.7204177964684417
622,52.0,9,162756.29,111973.97,1,1,1,0,0,1,1,0.6879855150298646
706,35.0,8,42181.68,178032.53,1,0,0,0,0,1,1,4.220612597696441
680,23.0,5,31714.08,140007.19,1,0,0,0,1,1,1,4.414669761821878
698,37.0,5,25017.28,98400.61,2,0,0,0,1,0,0,3.9333056991007815
581,46.0,1,104272.04,0.0,2,0,0,1,0,0,0,0.0
728,45.0,3,84300.4,108924.33,2,1,1,0,1,0,0,1.2920974277702124
707,32.0,4,136877.24,132835.56,1,0,0,1,0,0,0,0.970472227522998
761,26.0,1,199409.19,0.0,2,0,0,0,0,1,1,0.0
483,41.0,1,163147.99,118334.44,1,1,1,0,1,0,0,0.7253196315811186
736,25.0,9,136497.28,81732.88,2,0,1,0,0,0,0,0.5987876095406444
716,66.0,5,10070.4,121411.9,1,1,1,0,1,0,0,12.056313552589767
654,32.0,9,190068.53,121455.65,1,1,0,0,1,0,0,0.6390097824190043
649,20.0,5,58309.54,0.0,2,0,0,1,1,1,1,0.0
649,46.0,5,76946.6,0.0,2,0,0,0,1,1,1,0.0
612,31.0,8,54129.86,117989.76,1,0,0,0,0,1,1,2.1797536516813456
657,40.0,10,52990.7,0.0,2,0,0,1,1,1,1,0.0
511,31.0,5,161854.98,137411.29,1,0,0,0,0,1,1,0.8489778318838259
682,61.0,10,172141.33,73688.2,1,0,0,0,1,1,1,0.4280680299147218
748,58.0,9,124429.19,122330.7,2,0,0,1,1,1,1,0.9831350666190144
554,43.0,5,24983.39,99906.89,1,0,1,0,1,0,0,3.9989324907468524
794,28.0,5,86699.98,0.0,2,0,0,1,0,1,1,0.0
807,47.0,9,125440.11,167664.83,1,1,0,0,0,0,0,1.336612587473018
594,34.0,7,9443.15,141525.55,1,0,0,0,0,0,0,14.987112351281088
652,33.0,3,195877.06,124832.51,1,0,0,1,0,0,0,0.6373003045890111
729,34.0,9,105409.31,132121.71,1,0,0,0,0,1,1,1.253415945896999
625,39.0,2,100403.05,0.0,2,0,0,0,1,0,0,0.0
597,60.0,0,48502.88,78539.84,1,0,1,0,0,1,1,1.6192819890282804
657,38.0,5,47019.66,123770.46,1,1,1,0,0,0,0,2.632312951646184
633,43.0,5,48249.88,0.0,2,0,0,0,1,1,1,0.0
663,49.0,7,84358.71,116150.65,3,1,1,0,1,1,1,1.3768661232491581
535,47.0,0,145986.35,160729.1,1,0,0,0,1,1,1,1.1009871813357892
702,29.0,10,88550.28,88378.6,1,0,0,0,0,0,0,0.9980612144874077
712,33.0,2,3061.0,182888.08,1,0,0,0,1,0,0,59.747820973538055
607,31.0,8,43196.5,0.0,2,0,0,0,1,1,1,0.0
476,37.0,4,55775.84,0.0,1,1,0,0,1,1,1,0.0
748,23.0,8,134077.71,85600.08,1,0,0,1,0,0,0,0.6384363217420703
815,35.0,4,198490.33,0.0,2,0,0,0,1,1,1,0.0
602,32.0,10,116052.92,0.0,2,0,0,0,1,1,1,0.0
649,40.0,4,123202.99,95001.33,1,0,1,0,1,1,1,0.771095977459638
551,27.0,2,85129.77,113873.22,1,1,0,1,1,1,1,1.337642754115276
509,30.0,6,180598.86,0.0,2,0,0,0,1,0,0,0.0
685,40.0,7,198694.2,74896.92,1,0,0,1,1,0,0,0.3769456783338416
536,22.0,5,42934.43,89492.62,1,0,0,0,0,0,0,2.0844021919005327
711,38.0,3,114793.45,128718.78,1,0,0,1,1,0,0,1.121307705274125
761,27.0,8,63297.7,0.0,2,0,0,1,1,0,0,0.0
535,49.0,3,61820.41,0.0,1,1,0,0,0,0,0,0.0
566,22.0,7,102246.0,144954.75,2,0,1,0,1,0,0,1.4177058271228213
620,21.0,9,154882.79,0.0,2,0,0,1,1,0,0,0.0
837,37.0,6,140723.05,94001.61,2,0,1,0,1,0,0,0.6679901409186342
685,40.0,7,72852.74,0.0,1,1,0,0,0,0,0,0.0
673,65.0,0,85733.33,0.0,1,0,0,0,1,1,1,0.0
638,24.0,1,162597.15,0.0,2,0,0,0,1,1,1,0.0
614,46.0,4,74379.57,0.0,1,1,0,0,1,0,0,0.0
626,44.0,2,173117.22,0.0,1,1,0,0,0,1,1,0.0
834,38.0,8,66485.26,0.0,2,0,0,1,1,1,1,0.0
691,24.0,6,92811.2,0.0,2,0,0,0,1,1,1,0.0
706,38.0,8,46635.11,0.0,2,0,0,1,1,1,1,0.0
633,37.0,7,124830.11,141546.35,1,0,0,0,1,1,1,1.1339119223719343
644,32.0,8,167087.34,141528.88,1,1,1,0,0,1,1,0.8470353289483213
666,30.0,7,163625.56,109805.3,1,0,0,0,1,1,1,0.6710766948635654
708,32.0,10,172129.26,86614.06,2,0,0,0,1,1,1,0.5031919616688063
496,59.0,7,163141.18,91680.1,2,1,1,0,0,0,0,0.5619678612107624
730,38.0,0,94003.11,38848.19,2,0,1,0,1,0,0,0.4132649441066365
696,40.0,3,138351.68,153639.11,1,0,0,1,1,1,1,1.1104968873525785
809,80.0,8,34164.05,0.0,2,0,0,1,1,1,1,0.0
701,33.0,7,97794.71,123870.07,1,0,0,1,0,0,0,1.266633645112297
604,30.0,5,75786.55,0.0,2,0,0,0,1,0,0,0.0
665,39.0,10,136812.02,46323.57,1,0,0,0,1,0,0,0.33859283709136084
639,60.0,5,84361.72,162039.78,1,1,0,0,0,1,1,1.920773782232036
696,19.0,1,2766.63,110928.51,1,0,0,0,1,1,1,40.09517355049284
520,38.0,5,163185.76,0.0,2,0,0,0,1,0,0,0.0
545,53.0,5,180598.28,114421.55,1,1,1,0,1,0,0,0.6335694337731235
634,29.0,8,69849.55,130036.21,2,0,1,0,0,1,1,1.8616613850769261
750,26.0,1,19921.72,151510.17,2,0,0,0,0,1,1,7.605275548496817
530,41.0,4,147606.71,0.0,2,0,0,1,0,1,1,0.0
589,59.0,2,126160.24,0.0,2,1,0,0,0,1,1,0.0
654,37.0,6,47046.72,83568.55,1,0,0,0,1,0,0,1.7762885489147808
648,43.0,7,143668.58,139972.18,1,0,0,0,0,0,0,0.9742713403306416
835,45.0,3,152577.62,100212.13,1,0,0,1,1,0,0,0.6567944237169252
446,39.0,1,191350.48,90217.07,1,0,0,0,0,0,0,0.4714755353631723
514,66.0,9,14234.31,0.0,2,0,0,1,1,1,1,0.0
694,33.0,4,77906.87,124067.32,1,0,1,0,1,1,1,1.5925080804812208
554,46.0,4,57320.92,0.0,2,0,0,1,1,1,1,0.0
720,57.0,1,27145.73,162082.31,4,1,1,0,0,0,0,5.970821561991517
641,51.0,2,26912.72,117306.69,4,1,1,0,0,1,1,4.358782389888499
813,32.0,1,26476.18,122889.88,1,0,0,0,1,1,1,4.641526081179385
480,40.0,6,79329.7,148790.61,1,0,0,0,1,1,1,1.8755977899828185
811,46.0,9,13464.64,180226.24,1,1,0,0,1,0,0,13.385151032630652
715,32.0,3,114149.8,104857.19,2,0,1,0,0,0,0,0.9185928490457276
620,31.0,2,135171.6,166833.86,2,0,0,1,1,1,1,1.2342375173483187
721,42.0,4,1187.88,102936.72,1,0,0,0,1,0,0,86.65582382058793
772,48.0,6,184564.67,108736.52,1,1,1,0,0,0,0,0.5891513256572886
680,44.0,0,33391.38,129974.79,2,0,1,0,1,1,1,3.892465360820667
535,38.0,8,9238.35,85982.07,1,0,0,0,1,0,0,9.307080809884882
655,20.0,7,28029.54,134397.61,1,0,0,0,0,0,0,4.794856069703605
660,63.0,8,42790.29,137841.53,1,0,0,0,1,1,1,3.221327315145562
762,56.0,10,77142.42,100260.88,3,1,1,0,1,1,1,1.2996854389582282
662,39.0,5,146219.9,139822.11,2,0,1,0,1,1,1,0.9562454221347436
463,41.0,8,70127.93,123151.51,2,0,1,0,0,0,0,1.7560978913822212
501,27.0,4,132104.76,95331.83,2,0,1,0,1,0,0,0.7216381150838168
603,42.0,6,90437.87,0.0,1,0,0,1,0,1,1,0.0
688,37.0,7,113926.31,138162.41,2,0,0,1,1,1,1,1.2127348809945657
430,38.0,9,12050.77,0.0,2,0,0,0,1,1,1,0.0
632,48.0,6,64345.61,126066.26,1,1,1,0,1,0,0,1.9592052977662344
601,42.0,4,199242.65,96763.89,1,0,0,1,0,1,1,0.48565851739072935
769,38.0,2,75578.67,0.0,2,0,0,0,0,0,0,0.0
551,42.0,2,43435.43,139561.46,1,1,0,0,1,0,0,3.213078816072501
841,52.0,5,183239.71,0.0,1,1,0,0,0,0,0,0.0
469,31.0,6,146213.75,0.0,1,1,0,1,0,0,0,0.0
479,27.0,2,40315.27,172463.45,1,0,0,1,1,1,1,4.277869154789241
701,37.0,8,16966.73,107798.85,1,0,0,0,1,0,0,6.353543081076908
593,36.0,2,80608.12,70181.48,2,0,0,0,1,0,0,0.8706502521085965
738,38.0,5,19233.41,177997.07,1,0,0,1,1,1,1,9.254576801513617
635,31.0,1,135382.23,0.0,2,0,0,1,1,0,0,0.0
658,32.0,8,80410.68,0.0,1,0,0,0,1,1,1,0.0
687,36.0,5,17696.22,0.0,1,0,0,1,0,0,0,0.0
650,37.0,9,17974.08,0.0,2,0,0,0,1,0,0,0.0
720,21.0,2,180712.28,123200.78,1,0,0,1,1,1,1,0.6817510132681631
602,63.0,7,56323.21,0.0,2,0,0,0,0,1,1,0.0
618,33.0,4,77550.18,0.0,2,0,0,1,1,1,1,0.0
803,41.0,9,166957.82,137742.9,2,0,1,0,1,1,1,0.8250161627649426
793,63.0,9,184243.25,116270.72,1,0,0,0,0,1,1,0.6310718031732506
616,41.0,10,114072.91,113220.2,2,0,1,0,1,1,1,0.9925248685248759
550,51.0,5,153917.41,0.0,2,0,0,1,1,0,0,0.0
602,56.0,3,4176.17,115895.22,3,1,0,0,0,0,0,27.751557048683363
452,60.0,6,142963.29,121730.49,1,0,0,0,0,1,1,0.8514807542551658
655,28.0,3,76844.23,113811.85,2,0,0,1,0,1,1,1.4810721637785949
510,26.0,6,159742.33,136214.08,1,0,0,0,0,0,0,0.8527112381545956
557,39.0,8,177944.64,146200.01,1,0,0,0,1,0,0,0.8216038988305576
676,37.0,10,166678.28,106242.67,1,0,0,0,1,1,1,0.6374116051593525
640,29.0,4,44904.26,0.0,2,0,0,0,0,0,0,0.0
529,31.0,6,10625.91,0.0,1,0,0,1,1,0,0,0.0
559,45.0,8,169781.45,24043.45,1,1,0,0,1,1,1,0.14161411626535172
689,58.0,5,49848.86,0.0,2,0,0,0,0,1,1,0.0
626,39.0,10,51467.92,132287.92,3,1,1,0,1,1,1,2.5702985471338264
697,30.0,1,735.79,0.0,2,0,0,1,1,0,0,0.0
823,44.0,1,182495.7,0.0,2,0,0,0,0,1,1,0.0
565,32.0,4,118740.37,90322.99,2,0,1,0,0,1,1,0.7606763394791511
631,23.0,3,13813.24,0.0,2,0,0,1,1,0,0,0.0
646,34.0,3,130500.65,131283.11,1,0,0,0,0,0,0,1.0059958322046672
676,48.0,1,14152.15,131659.59,2,0,0,1,1,1,1,9.303151111315241
850,54.0,4,66963.15,120952.74,1,0,0,1,0,0,0,1.8062582181393798
810,38.0,9,93261.69,153166.17,1,0,0,0,0,1,1,1.6423267689015715
581,30.0,0,196582.28,53291.86,1,0,0,1,1,0,0,0.27109188071274787
718,35.0,2,43024.64,167924.95,1,0,0,0,0,0,0,3.902994888510398
713,43.0,5,130001.13,86394.14,1,0,0,0,1,1,1,0.664564531092922
672,50.0,1,12106.82,0.0,1,1,0,0,0,0,0,0.0
781,33.0,3,42556.33,0.0,2,0,0,1,1,1,1,0.0
656,47.0,1,197961.93,0.0,2,0,0,1,1,1,1,0.0
583,31.0,4,12538.92,158978.79,1,0,0,0,0,0,0,12.678826406101962
808,37.0,2,35140.49,100431.84,1,1,1,0,0,0,0,2.858009094352412
721,33.0,5,117626.9,0.0,2,0,0,1,1,1,1,0.0
778,29.0,6,62454.01,150358.97,1,1,1,0,0,0,0,2.4075150658860816
850,45.0,4,109089.04,114347.85,2,0,0,1,0,1,1,1.0482065842728105
693,39.0,4,142331.39,0.0,2,0,0,0,0,1,1,0.0
520,34.0,4,193209.11,134007.9,1,0,0,0,1,1,1,0.693589965814759
759,31.0,4,47832.82,98899.91,1,0,1,0,1,1,1,2.067616126333342
637,60.0,3,70174.03,0.0,2,0,0,0,1,1,1,0.0
755,40.0,2,176768.59,137430.82,2,0,1,0,1,0,0,0.7774617651246752
662,47.0,6,129392.75,0.0,2,0,0,0,0,1,1,0.0
503,37.0,8,97893.32,0.0,2,0,0,0,0,1,1,0.0
599,39.0,2,176142.09,188976.89,2,0,1,0,1,1,1,1.0728661729856845
583,40.0,4,114093.73,0.0,2,0,0,1,0,0,0,0.0
764,48.0,1,158323.81,75990.97,1,1,0,1,0,0,0,0.4799718374639923
513,29.0,10,25514.77,0.0,2,0,0,0,1,1,1,0.0
730,62.0,5,61513.87,112181.08,1,0,0,1,1,1,1,1.8236713118521075
820,34.0,10,59553.34,97208.46,1,0,0,1,1,1,1,1.632292328188478
597,26.0,7,110253.2,0.0,2,0,0,1,0,0,0,0.0
637,32.0,5,148769.08,0.0,1,0,0,0,1,0,0,0.0
696,34.0,9,8236.78,150856.79,1,0,0,0,1,1,1,18.315019947115257
635,37.0,9,11407.58,146748.07,1,0,1,0,0,1,1,12.8640842317126
673,57.0,4,49684.09,0.0,2,0,0,1,0,1,1,0.0
662,33.0,3,68064.83,0.0,2,0,0,1,1,1,1,0.0
683,41.0,0,163911.32,148863.17,1,0,0,1,1,1,1,0.9081933450355961
850,55.0,6,944.41,0.0,1,1,0,0,1,0,0,0.0
815,28.0,6,185547.71,0.0,2,0,0,1,1,1,1,0.0
671,34.0,10,140509.86,153360.02,1,0,0,1,1,0,0,1.0914537954845305
601,40.0,3,164652.02,92055.36,1,1,0,0,0,1,1,0.5590903773910578
709,39.0,9,73641.86,124723.92,1,0,1,0,0,0,0,1.6936552118591246
702,28.0,1,40321.87,103033.83,1,0,1,0,1,1,1,2.5552840183255388
558,40.0,6,173844.89,0.0,2,0,0,0,1,0,0,0.0
691,40.0,1,145613.17,0.0,2,0,0,1,1,1,1,0.0
700,30.0,9,174971.64,0.0,1,0,0,0,0,1,1,0.0
667,33.0,4,131834.75,0.0,2,0,0,0,1,1,1,0.0
624,54.0,3,110498.1,116726.22,1,1,1,0,1,0,0,1.0563640460786203
580,23.0,5,196241.43,113923.81,2,0,0,0,0,0,0,0.5805288414378147
571,31.0,3,194667.92,0.0,2,0,0,1,0,1,1,0.0
561,37.0,5,83093.25,0.0,2,0,0,0,1,0,0,0.0
529,28.0,9,52545.24,0.0,2,0,0,0,1,1,1,0.0
670,36.0,7,59571.5,0.0,2,0,0,0,1,0,0,0.0
666,21.0,1,99818.31,121827.43,2,0,1,0,0,1,1,1.220491811572446
628,42.0,7,172967.87,0.0,2,0,0,1,1,1,1,0.0
577,60.0,10,178616.73,125389.7,2,0,0,0,1,1,1,0.7020042299509122
652,38.0,1,159649.44,103895.31,1,0,0,1,0,1,1,0.6507715279176676
678,26.0,5,60941.27,111128.04,1,1,0,0,1,0,0,1.8235268152435944
692,49.0,9,178342.63,0.0,2,0,0,1,0,0,0,0.0
675,32.0,10,191545.65,0.0,2,0,0,1,1,0,0,0.0
712,52.0,9,117977.45,0.0,1,1,0,1,1,1,1,0.0
639,37.0,5,49637.65,151242.48,1,0,1,0,0,1,1,3.0469307068324145
618,48.0,7,13921.82,0.0,1,1,0,0,1,0,0,0.0
554,39.0,2,173197.12,129709.62,1,0,0,0,1,0,0,0.7489132613752468
533,47.0,9,137696.25,83347.25,1,0,0,0,1,1,1,0.6052978930072532
540,28.0,6,80698.54,84121.04,1,0,0,1,0,1,1,1.0424109283761516
704,33.0,3,73018.74,0.0,2,0,0,1,1,0,0,0.0
678,43.0,5,79649.62,102338.19,1,0,0,0,1,1,1,1.2848547174487464
712,29.0,3,166194.53,87375.78,2,0,0,0,0,0,0,0.5257440181695511
651,44.0,2,102530.35,0.0,3,1,0,0,1,0,0,0.0
789,51.0,3,74265.38,104677.09,1,0,1,0,1,0,0,1.4095004967321245
775,32.0,8,125898.39,121669.23,1,0,1,0,1,1,1,0.9664081486665556
564,40.0,7,83681.2,108407.34,1,0,1,0,1,1,1,1.295480227338996
841,33.0,7,99505.75,154969.79,2,0,1,0,0,1,1,1.5573953264007356
850,39.0,0,92748.16,141829.67,1,0,0,1,1,1,1,1.529191199049124
637,63.0,5,28092.77,0.0,1,1,0,0,0,0,0,0.0
500,45.0,2,126145.08,109162.82,1,0,0,0,1,1,1,0.8653751696062978
655,44.0,8,188593.98,87471.63,1,0,0,0,1,1,1,0.4638092371771358
666,33.0,2,56410.17,147229.65,1,0,0,0,0,1,1,2.609984157112095
658,24.0,2,84694.49,0.0,2,0,0,0,0,1,1,0.0
749,66.0,6,195429.92,182532.23,2,0,1,0,1,1,1,0.9340035036600333
654,32.0,6,137898.57,0.0,2,0,0,0,1,1,1,0.0
623,39.0,1,78774.36,160903.2,1,0,0,0,0,0,0,2.0425833989638256
761,33.0,6,148779.41,138053.79,2,0,0,0,0,0,0,0.9279092449687762
627,44.0,6,35300.08,153548.12,1,1,0,0,1,0,0,4.349795241257243
757,31.0,8,197077.36,149085.9,2,0,1,0,1,1,1,0.7564841542427806
695,53.0,8,70140.8,95231.91,1,1,1,0,0,0,0,1.3577248905059538
726,34.0,3,196288.46,0.0,2,0,0,0,1,0,0,0.0
587,41.0,8,1557.82,85109.21,1,0,0,1,1,0,0,54.63353275731472
605,43.0,8,23970.13,125338.8,2,0,1,0,0,0,0,5.228957873820459
850,62.0,5,180243.56,0.0,2,0,0,1,1,1,1,0.0
850,38.0,0,148977.72,106831.69,1,0,0,0,0,1,1,0.7170984359271977
751,29.0,3,39934.41,159597.45,1,0,0,0,1,0,0,3.996489493647208
627,37.0,7,133031.96,147361.57,1,0,1,0,0,1,1,1.1077155444451094
736,43.0,4,52856.88,176134.54,1,0,0,0,1,1,1,3.3322916524774073
652,74.0,5,937.15,0.0,2,0,0,0,0,1,1,0.0
627,35.0,7,193022.44,0.0,2,0,0,0,0,1,1,0.0
636,34.0,1,37490.84,84055.43,1,0,0,0,1,0,0,2.2420257854985377
775,60.0,7,111558.7,0.0,2,0,0,0,1,1,1,0.0
850,45.0,5,5669.31,174088.3,4,1,0,1,0,0,0,30.70714072788399
850,34.0,8,68106.29,199229.14,1,0,0,1,1,0,0,2.9252678423681577
516,37.0,8,101834.58,0.0,1,0,0,0,1,0,0,0.0
513,42.0,10,73151.25,0.0,2,0,0,1,0,1,1,0.0
673,69.0,3,37196.15,78833.15,2,0,1,0,0,1,1,2.119390044399756
564,27.0,6,7819.76,0.0,1,0,0,0,0,0,0,0.0
636,35.0,2,23129.46,0.0,2,0,0,0,0,1,1,0.0
712,29.0,3,189680.79,102540.61,1,0,0,0,1,1,1,0.5405956501973658
568,51.0,4,66586.56,0.0,3,0,0,0,1,1,1,0.0
741,43.0,0,2920.63,0.0,2,1,0,1,1,1,1,0.0
754,39.0,8,87684.93,129401.87,1,0,1,0,0,1,1,1.4757595176274876
709,32.0,7,199418.02,0.0,2,0,0,0,0,1,1,0.0
510,32.0,1,28515.17,0.0,2,0,0,0,0,1,1,0.0
716,33.0,2,92916.53,0.0,2,0,0,1,1,1,1,0.0
607,36.0,10,198313.69,106702.94,2,0,1,0,1,0,0,0.5380513064932633
656,26.0,4,36308.93,139584.57,1,0,0,1,1,0,0,3.844359225127262
550,52.0,5,41730.37,121016.23,1,1,1,0,1,1,1,2.8999558355221864
486,26.0,2,31399.4,0.0,2,0,0,0,1,1,1,0.0
598,59.0,8,60192.14,118210.42,2,1,1,0,1,0,0,1.9638846533783314
675,35.0,8,29062.25,0.0,2,0,0,1,1,0,0,0.0
755,29.0,4,28805.09,148654.84,2,0,0,0,0,1,1,5.160714304312189
656,32.0,5,133814.28,136963.12,1,0,0,1,1,0,0,1.0235314198155832
644,47.0,9,151902.78,137774.11,2,0,1,0,1,0,0,0.9069887331884248
598,32.0,4,167376.26,111156.52,1,0,0,0,0,1,1,0.6641116249102471
850,31.0,3,31022.56,121237.65,1,0,0,1,0,1,1,3.9080478851519667
679,36.0,1,188997.08,97234.58,1,0,0,0,1,0,0,0.5144766257764406
632,60.0,2,2085.32,0.0,2,0,0,0,1,1,1,0.0
550,45.0,0,70399.71,0.0,2,0,0,1,1,1,1,0.0
572,54.0,9,195771.95,97382.53,1,0,1,0,0,1,1,0.4974284109649007
626,47.0,2,166475.44,103108.8,1,1,1,0,0,1,1,0.6193634328282899
625,57.0,7,84106.17,0.0,1,1,0,1,0,0,0,0.0
515,58.0,2,81436.68,131852.81,1,1,0,0,0,0,0,1.619083808426375
612,35.0,1,83256.26,0.0,1,1,0,1,1,1,1,0.0
628,39.0,8,117523.41,107553.33,1,0,0,1,0,0,0,0.9151651573078079
529,43.0,5,79476.63,0.0,2,0,0,1,0,0,0,0.0
668,46.0,7,173052.19,161806.09,1,0,1,0,0,1,1,0.9350132465818548
526,30.0,9,100995.68,0.0,2,0,0,0,1,0,0,0.0
791,52.0,7,122782.5,0.0,1,0,0,0,0,1,1,0.0
573,27.0,2,11631.34,128243.03,1,0,0,0,1,1,1,11.025645368461415
565,38.0,5,168303.55,126645.13,1,0,0,0,0,1,1,0.7524804438171389
604,47.0,8,9308.1,62094.71,3,1,0,0,0,0,0,6.671040276748208
656,37.0,7,153157.97,112291.34,1,0,0,0,1,0,0,0.7331733373065731
447,44.0,5,75408.24,89188.83,1,0,0,0,0,1,1,1.182746474390597
682,55.0,9,153356.8,0.0,1,1,0,0,1,0,0,0.0
437,28.0,2,152987.42,109161.25,1,0,0,1,1,0,0,0.7135308903176483
792,47.0,0,5557.88,0.0,1,1,0,1,1,1,1,0.0
627,25.0,4,194313.93,0.0,1,0,0,1,0,1,1,0.0
767,34.0,8,94767.77,0.0,2,0,0,0,0,0,0,0.0
686,26.0,7,1540.89,0.0,2,0,0,0,1,0,0,0.0
789,53.0,1,5036.39,158271.74,1,1,0,0,0,1,1,31.425632248495447
794,56.0,9,71776.76,96951.21,1,0,0,0,1,1,1,1.3507326048152635
587,35.0,5,23481.69,121863.61,1,1,1,0,1,1,1,5.189729103825151
589,19.0,9,143022.31,83495.11,1,1,1,0,0,1,1,0.5837908085808431
543,25.0,1,161407.48,146566.01,1,0,1,0,0,1,1,0.9080496765081767
589,45.0,1,125939.22,0.0,1,1,0,1,0,0,0,0.0
701,23.0,5,76611.33,186101.18,2,0,1,0,1,1,1,2.429160021109149
850,40.0,6,136985.08,0.0,1,1,0,0,1,0,0,0.0
726,51.0,8,140937.91,107494.86,2,1,1,0,0,0,0,0.7627107568148271
767,47.0,2,48161.18,0.0,1,1,0,1,1,0,0,0.0
648,36.0,8,130041.45,146943.38,2,0,0,1,1,1,1,1.1299734046336765
651,36.0,8,91652.43,0.0,2,0,0,1,0,0,0,0.0
633,36.0,6,125961.48,125130.28,1,0,0,0,0,0,0,0.9934011572426745
740,37.0,9,73225.31,0.0,2,0,0,0,0,1,1,0.0
592,34.0,9,20460.2,0.0,2,0,0,0,0,1,1,0.0
670,41.0,10,81602.02,0.0,3,0,0,0,0,0,0,0.0
628,36.0,3,8742.91,0.0,2,0,0,0,1,1,1,0.0
745,47.0,5,145789.71,0.0,2,0,0,0,1,0,0,0.0
705,32.0,3,129576.99,0.0,2,0,0,0,1,0,0,0.0
559,42.0,7,190040.29,0.0,2,0,0,0,0,1,1,0.0
595,29.0,6,87771.06,150685.79,1,0,0,0,1,0,0,1.7168049468697315
492,35.0,4,39519.53,141359.37,2,0,0,0,1,0,0,3.5769496752618264
498,29.0,9,190035.83,0.0,1,0,0,0,0,0,0,0.0
655,39.0,6,148948.52,94631.26,2,0,0,0,0,1,1,0.6353286356923855
636,39.0,3,184691.77,118336.14,1,0,0,0,0,0,0,0.6407223234689884
634,45.0,2,143458.31,0.0,1,0,0,0,0,1,1,0.0
793,63.0,0,27166.75,0.0,2,0,0,1,1,1,1,0.0
526,50.0,5,159456.87,124233.24,1,1,1,0,1,1,1,0.7791024620011668
768,26.0,5,70454.79,51116.26,1,1,0,0,0,1,1,0.7255185914257924
540,64.0,1,95421.0,91869.69,1,0,1,0,1,1,1,0.9627827207847329
732,34.0,8,187985.85,122338.43,2,0,0,0,0,0,0,0.6507853117668164
617,30.0,8,92621.9,0.0,1,0,0,0,0,1,1,0.0
637,54.0,5,150836.98,0.0,1,0,0,1,0,1,1,0.0
573,26.0,8,90177.3,86270.93,2,0,0,0,1,1,1,0.956681226871951
531,44.0,3,34416.79,0.0,2,0,0,0,1,1,1,0.0
489,38.0,5,85231.88,117289.92,1,0,0,0,0,0,0,1.3761273363910311
601,35.0,2,118983.18,0.0,2,0,0,0,1,1,1,0.0
452,33.0,7,111868.23,153663.27,1,0,1,0,1,0,0,1.3736095583169592
728,29.0,1,83056.22,0.0,1,0,0,1,0,1,1,0.0
590,27.0,8,1676.92,123599.49,2,0,1,0,0,0,0,73.70625313073968
490,29.0,4,32089.57,0.0,2,0,0,0,1,0,0,0.0
596,76.0,9,13455.43,134208.25,1,0,0,1,0,1,1,9.974281758368182
635,29.0,1,24865.54,0.0,1,0,0,0,1,1,1,0.0
782,35.0,7,117644.36,98556.89,2,0,1,0,1,0,0,0.8377527830488432
790,37.0,3,98897.32,0.0,3,0,0,1,0,0,0,0.0
587,40.0,2,106174.7,0.0,4,1,0,0,1,1,1,0.0
794,46.0,8,46386.37,134593.79,1,0,0,1,0,1,1,2.9015805720516608
515,41.0,8,185054.14,0.0,2,0,0,0,1,1,1,0.0
746,24.0,10,47997.39,68781.82,1,0,0,1,1,1,1,1.4330325044757644
667,56.0,8,130846.79,137464.04,1,1,1,0,0,0,0,1.0505725054470194
709,32.0,4,40861.55,147307.91,1,0,0,0,1,1,1,3.6050494902909946
536,35.0,8,171840.24,0.0,1,1,0,0,0,0,0,0.0
711,41.0,3,101455.07,145754.91,1,0,0,0,0,1,1,1.4366449108950394
753,46.0,8,90747.94,0.0,3,1,0,0,1,0,0,0.0
748,44.0,4,2048.55,112610.77,1,0,0,0,1,1,1,54.970964828781334
623,57.0,7,84421.34,71481.79,2,0,0,0,0,1,1,0.8467265504195977
465,33.0,5,78698.09,0.0,2,0,0,0,1,1,1,0.0
